"Report Date","Borough","Community Districts","Census Type","Adult Family Commercial Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Commercial Hotel","Family Cluster","Family with Children Commercial Hotel","Family with Children Shelter"
"08/31/2020","Bronx","4","Individuals",,,"208","100","962",,"2,064"
"08/31/2020","Bronx","3","Individuals",,"269","221","66","81","127","1,372"
"08/31/2020","Bronx","2","Individuals",,"170",,,"207",,"741"
"08/31/2020","Bronx","1","Individuals",,"190","83",,"33","68","1,224"
"07/31/2020","Bronx","1","Individuals",,"183","80",,"32","68","1,220"
"07/31/2020","Staten Island","3","Individuals",,,,,,,
"07/31/2020","Staten Island","2","Individuals",,,,,,,
"07/31/2020","Staten Island","1","Individuals",,,,,,,"100"
"07/31/2020","Queens","14","Individuals",,"305",,"191",,"177","158"
"07/31/2020","Queens","13","Individuals",,,,"556",,"192","735"
"07/31/2020","Queens","12","Individuals",,"260","154","1,234",,,"1,376"
"07/31/2020","Queens","11","Individuals",,,,,,,
"07/31/2020","Queens","10","Individuals","369",,"160","51",,"319",
"07/31/2020","Queens","9","Individuals",,,,,,,
"07/31/2020","Queens","8","Individuals",,,,,,,"320"
"07/31/2020","Queens","7","Individuals",,,"101","198",,"129",
"07/31/2020","Queens","6","Individuals",,,,,,,
"07/31/2020","Queens","5","Individuals",,,"90",,,,
"07/31/2020","Queens","4","Individuals",,,,"165",,"88","501"
"07/31/2020","Queens","3","Individuals",,,"50","238",,,"763"
"07/31/2020","Queens","2","Individuals",,"285",,"109",,"442","206"
"07/31/2020","Queens","1","Individuals",,,,"1,016",,"185","372"
"07/31/2020","Manhattan","12","Individuals",,,"212",,,"109",
"07/31/2020","Manhattan","11","Individuals",,,"709",,,,"582"
"07/31/2020","Manhattan","10","Individuals",,,"256",,,,"805"
"07/31/2020","Manhattan","9","Individuals",,,,,,,"669"
"07/31/2020","Manhattan","8","Individuals",,,"39","306",,,
"07/31/2020","Manhattan","7","Individuals",,"204","137","661",,,"585"
"07/31/2020","Manhattan","6","Individuals",,,"510","516",,,
"07/31/2020","Manhattan","5","Individuals",,"299",,"1,804",,"1,748","325"
"07/31/2020","Manhattan","4","Individuals",,,,"1,456",,"430",
"07/31/2020","Manhattan","3","Individuals",,,"195","541","15","177","328"
"07/31/2020","Manhattan","2","Individuals",,,,"192",,,
"07/31/2020","Manhattan","1","Individuals",,,,"165",,"126",
"07/31/2020","Brooklyn","18","Individuals",,"360",,,,,"792"
"07/31/2020","Brooklyn","17","Individuals",,,,"136",,,"669"
"07/31/2020","Brooklyn","16","Individuals",,,"282","248",,"248","2,397"
"07/31/2020","Brooklyn","15","Individuals",,,,,,,"199"
"07/31/2020","Brooklyn","14","Individuals",,,,,,,"89"
"07/31/2020","Brooklyn","13","Individuals",,,,,,"116",
"07/31/2020","Brooklyn","12","Individuals",,,,"99",,,"132"
"07/31/2020","Brooklyn","11","Individuals",,,,,,,
"07/31/2020","Brooklyn","10","Individuals",,,,,,,
"07/31/2020","Brooklyn","9","Individuals",,,"112",,,,"420"
"07/31/2020","Brooklyn","8","Individuals",,,"211","88",,,"449"
"07/31/2020","Brooklyn","7","Individuals",,,"184","468",,"245",
"07/31/2020","Brooklyn","6","Individuals",,"113","52","427",,,"155"
"07/31/2020","Brooklyn","5","Individuals",,,"437","378",,"206","270"
"07/31/2020","Brooklyn","4","Individuals",,,"92","285","53",,"809"
"07/31/2020","Brooklyn","3","Individuals",,,"31","101","198","188","460"
"07/31/2020","Brooklyn","2","Individuals",,"116","103","200",,,"64"
"07/31/2020","Brooklyn","1","Individuals",,"154","318","218",,"97",
"07/31/2020","Bronx","12","Individuals",,,"73","140",,,"280"
"07/31/2020","Bronx","11","Individuals",,,,,,,
"07/31/2020","Bronx","10","Individuals",,,,,,,"594"
"07/31/2020","Bronx","9","Individuals",,,"0",,"232",,"660"
"07/31/2020","Bronx","8","Individuals",,,,,,,"249"
"07/31/2020","Bronx","7","Individuals",,"101","100",,"247",,"273"
"07/31/2020","Bronx","6","Individuals",,"86","47","71","203",,"1,976"
"07/31/2020","Bronx","5","Individuals",,"213","0",,"838",,"1,054"
"07/31/2020","Bronx","4","Individuals",,,"206","100","1,040",,"2,049"
"07/31/2020","Bronx","3","Individuals",,"260","235",,"85","277","1,377"
"07/31/2020","Bronx","2","Individuals",,"188","0",,"211",,"717"
"06/30/2020","Brooklyn","18","Individuals",,"364",,,,,"826"
"06/30/2020","Staten Island","3","Individuals",,,,,,,
"06/30/2020","Staten Island","2","Individuals",,,,,,,
"06/30/2020","Staten Island","1","Individuals",,,,,,,"120"
"06/30/2020","Queens","14","Individuals",,"317",,"189",,"187","162"
"06/30/2020","Queens","13","Individuals",,,,"559",,"203","741"
"06/30/2020","Queens","12","Individuals",,"279","164","1,347",,,"1,358"
"06/30/2020","Queens","11","Individuals",,,,,,,
"06/30/2020","Queens","10","Individuals","380",,"56","96",,"343",
"06/30/2020","Queens","9","Individuals",,,,,,,
"06/30/2020","Queens","8","Individuals",,,,,,,"317"
"06/30/2020","Queens","7","Individuals",,,"192",,,"121",
"06/30/2020","Queens","6","Individuals",,,,,,,
"06/30/2020","Queens","5","Individuals",,,"100",,,,
"06/30/2020","Queens","4","Individuals",,,,"164",,"100","503"
"06/30/2020","Queens","3","Individuals",,,,"286",,,"768"
"06/30/2020","Queens","2","Individuals",,"298",,"113",,"475","196"
"06/30/2020","Queens","1","Individuals",,,,"979",,"190","365"
"06/30/2020","Manhattan","12","Individuals",,,"178",,,"117",
"06/30/2020","Manhattan","11","Individuals",,,"627",,,,"595"
"06/30/2020","Manhattan","10","Individuals",,"4","343",,,,"790"
"06/30/2020","Manhattan","9","Individuals",,,,,,,"697"
"06/30/2020","Manhattan","8","Individuals",,,"40","306",,,
"06/30/2020","Manhattan","7","Individuals",,"214","142","447",,,"563"
"06/30/2020","Manhattan","6","Individuals",,,"540","523",,,
"06/30/2020","Manhattan","5","Individuals",,"321",,"1,800",,"1,788","326"
"06/30/2020","Manhattan","4","Individuals",,,"244","1,384",,"396",
"06/30/2020","Manhattan","3","Individuals",,,"243","540","22","147","325"
"06/30/2020","Manhattan","2","Individuals",,,,"195",,,
"06/30/2020","Manhattan","1","Individuals",,,,"182",,"135",
"06/30/2020","Brooklyn","17","Individuals",,,,"131",,,"701"
"06/30/2020","Brooklyn","16","Individuals",,,"232","259",,"243","2,467"
"06/30/2020","Brooklyn","15","Individuals",,,,,,,"186"
"06/30/2020","Brooklyn","14","Individuals",,,,,,,"89"
"06/30/2020","Brooklyn","13","Individuals",,,,,,"118",
"06/30/2020","Brooklyn","12","Individuals",,,,"93",,,"117"
"06/30/2020","Brooklyn","11","Individuals",,,,,,,
"06/30/2020","Brooklyn","10","Individuals",,,,,,,
"06/30/2020","Brooklyn","9","Individuals",,,"112",,,,"423"
"06/30/2020","Brooklyn","8","Individuals",,,"238","86",,,"468"
"06/30/2020","Brooklyn","7","Individuals",,,"179","457",,"318",
"06/30/2020","Brooklyn","6","Individuals",,"113","50","427",,,"59"
"06/30/2020","Brooklyn","5","Individuals",,,"468","388",,"234","284"
"06/30/2020","Brooklyn","4","Individuals",,,"99","284","57",,"836"
"06/30/2020","Brooklyn","3","Individuals",,,"31","102","207","188","555"
"06/30/2020","Brooklyn","2","Individuals",,"135","102","141",,,"63"
"06/30/2020","Brooklyn","1","Individuals",,"172","442","211",,"102",
"06/30/2020","Bronx","12","Individuals",,,"73","142",,,"292"
"06/30/2020","Bronx","11","Individuals",,,,,,,
"06/30/2020","Bronx","10","Individuals",,,,,,,"589"
"06/30/2020","Bronx","9","Individuals",,,,,"451",,"349"
"06/30/2020","Bronx","8","Individuals",,,,,,,"245"
"06/30/2020","Bronx","7","Individuals",,"107","98",,"244",,"272"
"06/30/2020","Bronx","6","Individuals",,"96","52","71","202",,"1,994"
"06/30/2020","Bronx","5","Individuals",,"219",,,"824",,"1,093"
"06/30/2020","Bronx","4","Individuals",,,"208","100","1,047",,"2,087"
"06/30/2020","Bronx","3","Individuals",,"262","228",,"83","275","1,399"
"06/30/2020","Bronx","2","Individuals",,"192",,,"212",,"789"
"06/30/2020","Bronx","1","Individuals",,"181","47",,"27","71","1,233"
"05/31/2020","Manhattan","2","Individuals",,,,"175",,,
"05/31/2020","Staten Island","3","Individuals",,,,,,,
"05/31/2020","Staten Island","2","Individuals",,,,,,,
"05/31/2020","Staten Island","1","Individuals",,,,,,,"114"
"05/31/2020","Queens","14","Individuals",,"312",,,,"190","157"
"05/31/2020","Queens","13","Individuals",,,,"554",,"202","783"
"05/31/2020","Queens","12","Individuals",,"269","195","1,332",,"54","1,326"
"05/31/2020","Queens","11","Individuals",,,,,,,
"05/31/2020","Queens","10","Individuals","380",,"163","59",,"358",
"05/31/2020","Queens","9","Individuals",,,,,,,
"05/31/2020","Queens","8","Individuals",,,,,,,"315"
"05/31/2020","Queens","7","Individuals",,,"100",,,"137",
"05/31/2020","Queens","6","Individuals",,,,,,,
"05/31/2020","Queens","5","Individuals",,,"182",,,,
"05/31/2020","Queens","4","Individuals",,,,"163",,"80","505"
"05/31/2020","Queens","3","Individuals",,,,"283",,,"778"
"05/31/2020","Queens","2","Individuals",,"303",,"106",,"501","209"
"05/31/2020","Queens","1","Individuals",,,"196","671",,"190","386"
"05/31/2020","Manhattan","12","Individuals",,,"205",,,"119",
"05/31/2020","Manhattan","11","Individuals",,,"829",,,,"621"
"05/31/2020","Manhattan","10","Individuals",,"356","455",,,,"820"
"05/31/2020","Manhattan","9","Individuals",,,,,,,"721"
"05/31/2020","Manhattan","8","Individuals",,,"76","304",,,
"05/31/2020","Manhattan","7","Individuals",,"208","226","429",,,"566"
"05/31/2020","Manhattan","6","Individuals",,,"546","490",,,
"05/31/2020","Manhattan","5","Individuals",,"297",,"1,318",,"1,778","311"
"05/31/2020","Manhattan","4","Individuals",,,"66","987",,"536",
"05/31/2020","Manhattan","3","Individuals",,,"505","347","22","151","349"
"05/31/2020","Manhattan","1","Individuals",,,,"52",,"116",
"05/31/2020","Brooklyn","18","Individuals",,"361",,,,,"819"
"05/31/2020","Brooklyn","17","Individuals",,,,"136",,,"697"
"05/31/2020","Brooklyn","16","Individuals",,,"252","297",,"250","2,480"
"05/31/2020","Brooklyn","15","Individuals",,,,,,,"191"
"05/31/2020","Brooklyn","14","Individuals",,,,,,,"94"
"05/31/2020","Brooklyn","13","Individuals",,,,,,"119",
"05/31/2020","Brooklyn","12","Individuals",,,,"100",,,"121"
"05/31/2020","Brooklyn","11","Individuals",,,,,,,
"05/31/2020","Brooklyn","10","Individuals",,,,,,,
"05/31/2020","Brooklyn","9","Individuals",,,"110",,,,"431"
"05/31/2020","Brooklyn","8","Individuals",,,"321","88",,,"493"
"05/31/2020","Brooklyn","7","Individuals",,,"183","378",,"343",
"05/31/2020","Brooklyn","6","Individuals",,"105","51","422",,,
"05/31/2020","Brooklyn","5","Individuals",,,"434","358",,"249","385"
"05/31/2020","Brooklyn","4","Individuals",,,"156","288","66",,"838"
"05/31/2020","Brooklyn","3","Individuals",,,"86","101","208","182","564"
"05/31/2020","Brooklyn","2","Individuals",,"122","291","143",,,"62"
"05/31/2020","Brooklyn","1","Individuals",,"158","461","227",,"106",
"05/31/2020","Bronx","12","Individuals",,,"102","141",,,"276"
"05/31/2020","Bronx","11","Individuals",,,,,,,
"05/31/2020","Bronx","10","Individuals",,,,,,,"611"
"05/31/2020","Bronx","9","Individuals",,,,,"486",,"249"
"05/31/2020","Bronx","8","Individuals",,,,,,,"235"
"05/31/2020","Bronx","7","Individuals",,"104","298",,"248",,"291"
"05/31/2020","Bronx","6","Individuals",,"70","58","70","213",,"2,132"
"05/31/2020","Bronx","5","Individuals",,"218","9",,"833",,"1,090"
"05/31/2020","Bronx","4","Individuals",,,"309","89","1,053",,"2,035"
"05/31/2020","Bronx","3","Individuals",,"250","357",,"94","270","1,454"
"05/31/2020","Bronx","2","Individuals",,"162",,,"218",,"769"
"05/31/2020","Bronx","1","Individuals",,"181","83",,"30","72","1,262"
"04/30/2020","Bronx","3","Individuals",,"318","362",,"79","286","1,483"
"04/30/2020","Staten Island","3","Individuals",,,,,,,
"04/30/2020","Staten Island","2","Individuals",,,,,,,
"04/30/2020","Staten Island","1","Individuals",,,,,,,"107"
"04/30/2020","Queens","14","Individuals",,"306","84",,,"171","143"
"04/30/2020","Queens","13","Individuals",,,,"556",,"205","800"
"04/30/2020","Queens","12","Individuals",,"271","305","1,131",,"142","1,349"
"04/30/2020","Queens","11","Individuals",,,,,,,
"04/30/2020","Queens","10","Individuals","337",,"163","52",,"337",
"04/30/2020","Queens","9","Individuals",,,"101",,,,
"04/30/2020","Queens","8","Individuals",,,,,,,"318"
"04/30/2020","Queens","7","Individuals",,,"277",,,"137",
"04/30/2020","Queens","6","Individuals",,,,,,,
"04/30/2020","Queens","5","Individuals",,,"124",,,,
"04/30/2020","Queens","4","Individuals",,,,"162",,"93","508"
"04/30/2020","Queens","3","Individuals",,,,"89",,,"836"
"04/30/2020","Queens","2","Individuals",,"296",,,,"485","217"
"04/30/2020","Queens","1","Individuals",,,"190","58",,"191","367"
"04/30/2020","Manhattan","12","Individuals",,,"433",,,"119",
"04/30/2020","Manhattan","11","Individuals",,,"1,332",,,,"650"
"04/30/2020","Manhattan","10","Individuals",,"356","552",,,,"834"
"04/30/2020","Manhattan","9","Individuals",,,,,,,"734"
"04/30/2020","Manhattan","8","Individuals",,,"69",,,,
"04/30/2020","Manhattan","7","Individuals",,"210","268",,,,"568"
"04/30/2020","Manhattan","6","Individuals",,,"626","198",,,
"04/30/2020","Manhattan","5","Individuals",,"308",,"194",,"1,838","305"
"04/30/2020","Manhattan","4","Individuals",,,"181","99",,"571",
"04/30/2020","Manhattan","3","Individuals",,,"751","234","22","147","359"
"04/30/2020","Bronx","2","Individuals",,"174",,,"199",,"779"
"04/30/2020","Manhattan","2","Individuals",,,,"188",,,
"04/30/2020","Manhattan","1","Individuals",,,,"121",,"126",
"04/30/2020","Bronx","1","Individuals",,"187","213",,"33","83","1,242"
"04/30/2020","Brooklyn","18","Individuals",,"361",,,,,"819"
"04/30/2020","Brooklyn","17","Individuals",,,,"132",,,"695"
"04/30/2020","Brooklyn","16","Individuals",,,"626","296",,"255","2,517"
"04/30/2020","Brooklyn","15","Individuals",,,,,,,"179"
"04/30/2020","Brooklyn","14","Individuals",,,,,,,"95"
"04/30/2020","Brooklyn","13","Individuals",,,,,,"116",
"04/30/2020","Brooklyn","12","Individuals",,,"121","99",,,"126"
"04/30/2020","Brooklyn","11","Individuals",,,,,,,
"04/30/2020","Brooklyn","10","Individuals",,,,,,,
"04/30/2020","Brooklyn","9","Individuals",,,"332",,,,"440"
"04/30/2020","Brooklyn","8","Individuals",,"66","395","89",,,"489"
"04/30/2020","Brooklyn","7","Individuals",,,"180","401",,"375",
"04/30/2020","Brooklyn","6","Individuals",,"60","94","420",,,
"04/30/2020","Brooklyn","5","Individuals",,,"699","250",,"253","564"
"04/30/2020","Brooklyn","4","Individuals",,,"297","242","71",,"836"
"04/30/2020","Brooklyn","3","Individuals",,,"556",,"226","193","585"
"04/30/2020","Brooklyn","2","Individuals",,"109","353",,,,"65"
"04/30/2020","Brooklyn","1","Individuals",,"157","590","116",,"97",
"04/30/2020","Bronx","12","Individuals",,,"104",,,,"279"
"04/30/2020","Bronx","11","Individuals",,,,,,,
"04/30/2020","Bronx","10","Individuals",,,,,,,"603"
"04/30/2020","Bronx","9","Individuals",,,"87",,"513",,"212"
"04/30/2020","Bronx","8","Individuals",,,,,,,"244"
"04/30/2020","Bronx","7","Individuals",,"99","596",,"242",,"295"
"04/30/2020","Bronx","6","Individuals",,"85","110","92","244",,"2,176"
"04/30/2020","Bronx","5","Individuals",,"233","382",,"795",,"1,110"
"04/30/2020","Bronx","4","Individuals",,,"428","99","1,019",,"2,053"
"03/31/2020","Bronx","1","Individuals",,"179","223",,"33","76","1,268"
"03/31/2020","Staten Island","3","Individuals",,,,,,,
"03/31/2020","Staten Island","2","Individuals",,,,,,,
"03/31/2020","Staten Island","1","Individuals",,,,,,,"131"
"03/31/2020","Queens","14","Individuals",,"309","27",,,"179","160"
"03/31/2020","Queens","13","Individuals",,,,"557",,"197","815"
"03/31/2020","Queens","12","Individuals",,"278","345","1,129",,"164","1,344"
"03/31/2020","Queens","11","Individuals",,,,,,,
"03/31/2020","Queens","10","Individuals","333",,"165","52",,"329",
"03/31/2020","Queens","9","Individuals",,,"113",,,,
"03/31/2020","Queens","8","Individuals",,,,,,,"330"
"03/31/2020","Queens","7","Individuals",,,"300",,,"133",
"03/31/2020","Queens","6","Individuals",,,,,,,
"03/31/2020","Queens","5","Individuals",,,"70",,,,
"03/31/2020","Queens","4","Individuals",,,,"161",,"92","532"
"03/31/2020","Queens","3","Individuals",,,,"92",,,"854"
"03/31/2020","Queens","2","Individuals",,"295",,,,"484","228"
"03/31/2020","Queens","1","Individuals",,,"199",,,"200","377"
"03/31/2020","Manhattan","12","Individuals",,,"461",,,"122",
"03/31/2020","Manhattan","11","Individuals",,,"1,366",,,,"644"
"03/31/2020","Manhattan","10","Individuals",,"380","562",,,,"846"
"03/31/2020","Manhattan","9","Individuals",,,,,,,"756"
"03/31/2020","Manhattan","8","Individuals",,,"77",,,,
"03/31/2020","Manhattan","7","Individuals",,"198","312",,,,"600"
"03/31/2020","Manhattan","6","Individuals",,,"944",,,,
"03/31/2020","Manhattan","5","Individuals",,"331",,,,"1,876","338"
"03/31/2020","Manhattan","4","Individuals",,"2","381","17",,"610",
"03/31/2020","Manhattan","3","Individuals",,,"761","227","26","147","358"
"03/31/2020","Manhattan","2","Individuals",,,,,,,
"03/31/2020","Manhattan","1","Individuals",,,,"73",,"124",
"03/31/2020","Brooklyn","18","Individuals",,"367",,,,,"826"
"03/31/2020","Brooklyn","17","Individuals",,,,"136",,,"693"
"03/31/2020","Brooklyn","16","Individuals",,,"657","192",,"339","2,555"
"03/31/2020","Brooklyn","15","Individuals",,,,,,,"195"
"03/31/2020","Brooklyn","14","Individuals",,,,,,,"93"
"03/31/2020","Brooklyn","13","Individuals",,,,,,"118",
"03/31/2020","Brooklyn","12","Individuals",,,"128",,,,"123"
"03/31/2020","Brooklyn","11","Individuals",,,,,,,
"03/31/2020","Brooklyn","10","Individuals",,,,,,,
"03/31/2020","Brooklyn","9","Individuals",,,"361",,,,"443"
"03/31/2020","Brooklyn","8","Individuals",,"62","568","88",,,"503"
"03/31/2020","Brooklyn","7","Individuals",,,"189","206",,"501",
"03/31/2020","Brooklyn","6","Individuals",,"10","94","423",,,
"03/31/2020","Brooklyn","5","Individuals",,,"887","252",,"257","646"
"03/31/2020","Brooklyn","4","Individuals",,,"403","59","71","133","841"
"03/31/2020","Brooklyn","3","Individuals",,,"566",,"231","194","562"
"03/31/2020","Brooklyn","2","Individuals",,"206","371",,,,"66"
"03/31/2020","Brooklyn","1","Individuals",,"160","730",,,"98",
"03/31/2020","Bronx","12","Individuals",,,"108",,,,"275"
"03/31/2020","Bronx","11","Individuals",,,,,,,
"03/31/2020","Bronx","10","Individuals",,,,,,,"621"
"03/31/2020","Bronx","9","Individuals",,,"96",,"507",,"198"
"03/31/2020","Bronx","8","Individuals",,,,,,,"247"
"03/31/2020","Bronx","7","Individuals",,"106","623",,"246",,"302"
"03/31/2020","Bronx","6","Individuals",,"99","97","93","239",,"2,198"
"03/31/2020","Bronx","5","Individuals",,"243","491",,"792",,"1,145"
"03/31/2020","Bronx","4","Individuals",,,"437",,"993",,"2,138"
"03/31/2020","Bronx","3","Individuals",,"332","552",,"77","276","1,532"
"03/31/2020","Bronx","2","Individuals",,"185",,,"164",,"791"
"02/29/2020","Manhattan","2","Individuals",,,,,,,
"02/29/2020","Staten Island","3","Individuals",,,,,,,
"02/29/2020","Staten Island","2","Individuals",,,,,,,
"02/29/2020","Staten Island","1","Individuals",,,,,,,"131"
"02/29/2020","Queens","14","Individuals",,"323","8",,,"178","169"
"02/29/2020","Queens","13","Individuals",,,,"557",,"213","822"
"02/29/2020","Queens","12","Individuals",,"281","335","1,070",,"318","1,235"
"02/29/2020","Queens","11","Individuals",,,,,,,
"02/29/2020","Queens","10","Individuals","311",,"170","50",,"370",
"02/29/2020","Queens","9","Individuals",,,"112",,,,
"02/29/2020","Queens","8","Individuals",,,,,,,"321"
"02/29/2020","Queens","7","Individuals",,,"297",,,"147",
"02/29/2020","Queens","6","Individuals",,,,,,,
"02/29/2020","Queens","5","Individuals",,,"23",,,,
"02/29/2020","Queens","4","Individuals",,,,"158",,"84","519"
"02/29/2020","Queens","3","Individuals",,,,"90",,,"815"
"02/29/2020","Queens","2","Individuals",,"316",,,,"493","215"
"02/29/2020","Queens","1","Individuals",,,"199",,,"230","377"
"02/29/2020","Manhattan","12","Individuals",,,"458",,,"115",
"02/29/2020","Manhattan","11","Individuals",,,"1,360",,,,"657"
"02/29/2020","Manhattan","10","Individuals",,"398","564",,,,"839"
"02/29/2020","Manhattan","9","Individuals",,,,,,,"748"
"02/29/2020","Manhattan","8","Individuals",,,"80",,,,
"02/29/2020","Manhattan","7","Individuals",,"204","310",,,,"601"
"02/29/2020","Manhattan","6","Individuals",,,"955",,,,
"02/29/2020","Manhattan","5","Individuals",,"326",,,,"1,919","343"
"02/29/2020","Manhattan","4","Individuals",,"56","385",,,"629",
"02/29/2020","Manhattan","3","Individuals",,,"754","243","33","145","347"
"02/29/2020","Manhattan","1","Individuals",,,,,,"123",
"02/29/2020","Brooklyn","18","Individuals",,"362",,,,,"841"
"02/29/2020","Brooklyn","17","Individuals",,,,"136",,,"706"
"02/29/2020","Brooklyn","16","Individuals",,,"657","182",,"352","2,542"
"02/29/2020","Brooklyn","15","Individuals",,,,,,,"209"
"02/29/2020","Brooklyn","14","Individuals",,,,,,,"92"
"02/29/2020","Brooklyn","13","Individuals",,,,,,"121",
"02/29/2020","Brooklyn","12","Individuals",,,"122",,,,"127"
"02/29/2020","Brooklyn","11","Individuals",,,,,,,
"02/29/2020","Brooklyn","10","Individuals",,,,,,,
"02/29/2020","Brooklyn","9","Individuals",,,"362",,,,"446"
"02/29/2020","Brooklyn","8","Individuals",,"68","582","80",,,"493"
"02/29/2020","Brooklyn","7","Individuals",,,"183","157",,"579",
"02/29/2020","Brooklyn","6","Individuals",,,"98","427",,,
"02/29/2020","Brooklyn","5","Individuals",,,"922","246",,"253","782"
"02/29/2020","Brooklyn","4","Individuals",,,"390","60","65","147","855"
"02/29/2020","Brooklyn","3","Individuals",,,"563",,"217","192","597"
"02/29/2020","Brooklyn","2","Individuals",,"171","373",,,,"74"
"02/29/2020","Brooklyn","1","Individuals",,"150","732",,,"93",
"02/29/2020","Bronx","12","Individuals",,,"107",,,,"301"
"02/29/2020","Bronx","11","Individuals",,,,,,,
"02/29/2020","Bronx","10","Individuals",,,,,,,"593"
"02/29/2020","Bronx","9","Individuals",,,"100",,"489",,"173"
"02/29/2020","Bronx","8","Individuals",,,,,,,"247"
"02/29/2020","Bronx","7","Individuals",,"113","625",,"261",,"299"
"02/29/2020","Bronx","6","Individuals",,"68","107","92","246",,"2,212"
"02/29/2020","Bronx","5","Individuals",,"236","496",,"863",,"1,158"
"02/29/2020","Bronx","4","Individuals",,,"432",,"1,073",,"2,042"
"02/29/2020","Bronx","3","Individuals",,"327","565",,"86","279","1,555"
"02/29/2020","Bronx","2","Individuals",,"182",,,"222",,"821"
"02/29/2020","Bronx","1","Individuals",,"187","222",,"29","79","1,258"
"01/31/2020","Bronx","2","Individuals",,"189",,,"226",,"843"
"01/31/2020","Staten Island","3","Individuals",,,,,,,
"01/31/2020","Staten Island","2","Individuals",,,,,,,
"01/31/2020","Staten Island","1","Individuals",,,,,,,"129"
"01/31/2020","Queens","14","Individuals",,"308",,,,"184","167"
"01/31/2020","Queens","13","Individuals",,,,"554",,"240","848"
"01/31/2020","Queens","12","Individuals",,"287","328","1,068",,"392","1,180"
"01/31/2020","Queens","11","Individuals",,,,,,,
"01/31/2020","Queens","10","Individuals","308",,"171","54",,"436",
"01/31/2020","Queens","9","Individuals",,,"110",,,,
"01/31/2020","Queens","8","Individuals",,,,,,,"316"
"01/31/2020","Queens","7","Individuals",,,"300",,,"146",
"01/31/2020","Queens","6","Individuals",,,,,,,
"01/31/2020","Queens","5","Individuals",,,,,,,
"01/31/2020","Queens","4","Individuals",,,,"161",,"109","498"
"01/31/2020","Queens","3","Individuals",,,,"88",,,"805"
"01/31/2020","Queens","2","Individuals",,"320",,,,"581","237"
"01/31/2020","Queens","1","Individuals",,,"197",,,"243","365"
"01/31/2020","Manhattan","12","Individuals",,,"432",,,"119",
"01/31/2020","Manhattan","11","Individuals",,,"1,365",,"245",,"665"
"01/31/2020","Manhattan","10","Individuals",,"400","565",,"36",,"829"
"01/31/2020","Manhattan","9","Individuals",,,,,"57",,"729"
"01/31/2020","Manhattan","8","Individuals",,,"79",,,,
"01/31/2020","Manhattan","7","Individuals",,"204","312",,,,"607"
"01/31/2020","Manhattan","6","Individuals",,,"951",,,,
"01/31/2020","Manhattan","5","Individuals",,"320",,,,"2,086","339"
"01/31/2020","Manhattan","4","Individuals",,"62","380",,,"605",
"01/31/2020","Manhattan","3","Individuals",,,"755","236","28","152","353"
"01/31/2020","Bronx","1","Individuals",,"185","223",,"153","75","1,258"
"01/31/2020","Manhattan","2","Individuals",,,,,,,
"01/31/2020","Manhattan","1","Individuals",,,,,,"140",
"01/31/2020","Brooklyn","18","Individuals",,"361",,,,,"828"
"01/31/2020","Brooklyn","17","Individuals",,,,"134",,,"680"
"01/31/2020","Brooklyn","16","Individuals",,,"647","129",,"392","2,522"
"01/31/2020","Brooklyn","15","Individuals",,,,,,,"207"
"01/31/2020","Brooklyn","14","Individuals",,,,,,,"92"
"01/31/2020","Brooklyn","13","Individuals",,,,,,"127",
"01/31/2020","Brooklyn","12","Individuals",,,"125",,,,"131"
"01/31/2020","Brooklyn","11","Individuals",,,,,,,
"01/31/2020","Brooklyn","10","Individuals",,,,,,,
"01/31/2020","Brooklyn","9","Individuals",,,"361",,,,"442"
"01/31/2020","Brooklyn","8","Individuals",,"64","577","88",,,"500"
"01/31/2020","Brooklyn","7","Individuals",,,"182","146",,"605",
"01/31/2020","Brooklyn","6","Individuals",,,"97","429",,,
"01/31/2020","Brooklyn","5","Individuals",,,"925","254",,"264","821"
"01/31/2020","Brooklyn","4","Individuals",,,"400","61","63","173","833"
"01/31/2020","Brooklyn","3","Individuals",,,"546",,"226","201","598"
"01/31/2020","Brooklyn","2","Individuals",,"170","375",,,,"70"
"01/31/2020","Brooklyn","1","Individuals",,"166","738",,,"93",
"01/31/2020","Bronx","12","Individuals",,,"108",,,,"279"
"01/31/2020","Bronx","11","Individuals",,,,,,,
"01/31/2020","Bronx","10","Individuals",,,,,,,"571"
"01/31/2020","Bronx","9","Individuals",,,"101",,"467",,"179"
"01/31/2020","Bronx","8","Individuals",,,,,,,"249"
"01/31/2020","Bronx","7","Individuals",,"113","627",,"274",,"307"
"01/31/2020","Bronx","6","Individuals",,"96","112","91","330",,"2,249"
"01/31/2020","Bronx","5","Individuals",,"248","491",,"911",,"1,174"
"01/31/2020","Bronx","4","Individuals",,,"426",,"1,086",,"1,983"
"01/31/2020","Bronx","3","Individuals",,"316","579",,"144","298","1,509"
"12/31/2019","Manhattan","1","Individuals",,,,,,"141",
"12/31/2019","Staten Island","3","Individuals",,,,,,,
"12/31/2019","Staten Island","2","Individuals",,,,,,,
"12/31/2019","Staten Island","1","Individuals",,,,,,,"129"
"12/31/2019","Queens","14","Individuals",,"306",,,,"200","167"
"12/31/2019","Queens","13","Individuals",,,,"546",,"219","842"
"12/31/2019","Queens","12","Individuals",,"279","341","1,065",,"399","1,183"
"12/31/2019","Queens","11","Individuals",,,,,,,
